input,output,instruction,is_dismissal,predicted_line,predicted_length,predicted_shot
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 2 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 17 dismissal is False dismissal type is  dismissal text is 5.71 innings wickets is 0  ,"135kph, fuller into leg stump, he tucks this behind square off the front foot, they run well to pinch a couple
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Leg Stump,Full,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 17 dismissal is False dismissal type is  dismissal text is 5.72 innings wickets is 0  ,"<strong>edged</strong> but it goes wide of second and runs to third man. 140kph, good length, nipping away, he hung the bat out but the thick edge flew safely through fifth slip region
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 0 dismissal is False dismissal type is  dismissal text is 6.48 innings wickets is 0  ,"137kph, good length, angled across and angling further, Finch leaves
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Leave
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 0 dismissal is False dismissal type is  dismissal text is 6.23 innings wickets is 0  ,"137kph, good length, fourth stump line, angled across, decisive leave on the front foot
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Leave
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 0 dismissal is False dismissal type is  dismissal text is 6.0 innings wickets is 0  ,"back of a length, outside off, he jumps back and across and defends
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Defend
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 0 dismissal is False dismissal type is  dismissal text is 5.78 innings wickets is 0  ,"128kph, good length, nipping back, he's half forward gets a thick inside edge onto pad. He was late getting the bat down
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Defend
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 0 dismissal is False dismissal type is  dismissal text is 5.58 innings wickets is 0  ,"135kph, good length angled well wide and Finch leaves
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Unknown,Good Length,Leave
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 0 dismissal is False dismissal type is  dismissal text is 5.4 innings wickets is 0  ,"<strong>beaten</strong> fending away from the body at ball that nips away sharply well wide of off
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Hasan Ali batsman name is Aaron Finch over runs is 1 dismissal is False dismissal type is  dismissal text is 4.66 innings wickets is 0  ,"141kph, fuller, he drives well but Hassan's knocks it down in his follow through
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 8 dismissal is False dismissal type is  dismissal text is 5.23 innings wickets is 0  ,"128kph, shorter length, on off, he's jumping back and across and knocking into the on side
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 8 dismissal is False dismissal type is  dismissal text is 5.25 innings wickets is 0  ,"good length, 134kph, angled across, he sits back and late cuts with control to third man
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Cut
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Amir batsman name is Aaron Finch over runs is 8 dismissal is False dismissal type is  dismissal text is 5.14 innings wickets is 0  ,"back of a length, top of off, he's jumping back and across and defends
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Defend
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Hasan Ali batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 5.18 innings wickets is 0  ,"140kph, fuller length, he's half forward, pushing, gets a thick inside edge but it doesn't squeeze through, it comes off pad and rolls to gully
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Unknown,Unknown
play type description is four batting team is Australia bowling team is Pakistan total runs on delivery is 4 bowler name is Hasan Ali batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 5.6 innings wickets is 0  ,"<strong>square drive on the up!</strong> This is some shot! There was width but it wasn't a volley, he leaned into it and drove with the chest open, thumping it through point
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Drive
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Hasan Ali batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 5.6 innings wickets is 0  ,"straighter on leg, he is back and working this to wide fine leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 2 dismissal is False dismissal type is  dismissal text is 5.87 innings wickets is 0  ,"132kph, shorter into the ribs, he's back and knocking this down into the leg side for one
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 2 dismissal is False dismissal type is  dismissal text is 5.76 innings wickets is 0  ,"134kph, back of a length, fourth stump, he's back and across and defending to cover
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 2 dismissal is False dismissal type is  dismissal text is 5.65 innings wickets is 0  ,"fuller, 141kph, on off, he pushes to cover, calls yes then no, Warner has to scamper back but he's home comfortably
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 2 dismissal is False dismissal type is  dismissal text is 5.54 innings wickets is 0  ,"141kph, fuller length, fifth stump line, he pushes firmly on the front foot to mid off
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 2 dismissal is False dismissal type is  dismissal text is 5.44 innings wickets is 0  ,"<strong>beaten</strong> by a 143kph, good length delivery angled across and nipping further as Finch was stuck on the crease jabbing at it
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Hasan Ali batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.79 innings wickets is 0  ,"140kph, fuller length outside off, Finch steps forward and plays a quality cover drive straight to cover
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Drive
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Hasan Ali batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.69 innings wickets is 0  ,"136kph, back of a length, he's jumping back and across and knocking this down to midwicket
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Hasan Ali batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.6 innings wickets is 0  ,"139kph back of a length, he's punching off the back foot to backward point but Babar makes a good save
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.35 innings wickets is 0  ,"137kph, back of a length on middle, he's back and across, pushing this to mid on and pinching one
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Middle Stump,Short,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 5.37 innings wickets is 0  ,"good length, angled across, he is happy to leave on length and line
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Leave
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 2 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 5.47 innings wickets is 0  ,"139kph, full and straight, he's sitting back and clips this neatly through midwicket for a couple
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is leg bye batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 5.47 innings wickets is 1  ,"140kph, good length on leg, he's taken on the thigh guard, it's high and not hitting the stumps, it rolls behind square for a leg bye
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Good Length,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 5.42 innings wickets is 0  ,"134kph, back of a length on off, he's back and working this forward of square
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is four batting team is Australia bowling team is Pakistan total runs on delivery is 4 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 5.6 innings wickets is 0  ,"<strong>dropped by Asif at slip!</strong> Finch was back to a good length ball angled across, trying to thrash this through point with an angled back, thick edge flew head high to Asif Ali at first and it bursts through his hands for four!
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Unknown
play type description is four batting team is Australia bowling team is Pakistan total runs on delivery is 4 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 5.84 innings wickets is 0  ,"short on the hip, he glances this fine past the keeper! Salt in the wounds. Too straight and Finch adds four more just tickling it fine
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Unknown,Short,Flick
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 11 dismissal is False dismissal type is  dismissal text is 5.84 innings wickets is 0  ,"shorter on off, he's back and working this behind square
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.84 innings wickets is 0  ,"full on leg, he's hanging back and flicking this behind square
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.78 innings wickets is 0  ,"shorter length, he's back and working this against the angle through midwicket
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 2 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 6.0 innings wickets is 0  ,"shorter length, he's back working this through midwicket to the gap and they run well
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.93 innings wickets is 0  ,"<strong>huge appeal for LBW</strong> given not out. Pakistan <strong>review</strong>. He was hit deep in the crease just at the top of the pad. No bat. It pitched in line, hit in line, just clipping the stumps! Not out because it's umpire's call! Pakistan retain the review. That was closer than it looked live. It looked like it might have pitched outside leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Unknown,Full,Loft/Smash
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.86 innings wickets is 0  ,"shorter length, he's back and defending to cover
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.79 innings wickets is 0  ,"141kph, this rears off the length and <strong>hits him in the shoulder!</strong> That was nasty! It really climbed off a length
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is run batting team is Australia bowling team is Pakistan total runs on delivery is 1 bowler name is Wahab Riaz batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.79 innings wickets is 0  ,"<strong>nearly a run out! Then an overthrow.</strong> It was full and wide, he steered it to Babar at backward point and took off, Warner sent him back, he had to dive back to beat the throw but no one was backing up in the ring so they get a run
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Unknown,Full,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.73 innings wickets is 0  ,"good length, 141kph, angled across, he leaves this alone
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Leave
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.67 innings wickets is 0  ,"<strong>beaten</strong> by a 140kph ball tight to off, he was hanging back and it zipped between bat and pad and past off
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.61 innings wickets is 0  ,"<strong>another LBW appeal</strong> but it's not out and Sarfaraz isn't interested. It pitched outside and was too high. Finch was hanging back
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.55 innings wickets is 0  ,"very full, 143kph, on off, he's defending from the crease back to the bowler
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.49 innings wickets is 0  ,"good length, 142kph, on off, he's defending half forward
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Defend
play type description is four batting team is Australia bowling team is Pakistan total runs on delivery is 4 bowler name is Shaheen Afridi batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.68 innings wickets is 0  ,"<strong>driven straight of mid on and Shoaib misses it!</strong> Nice stroke but Shoaib made a meal of it diving to his left and he went all over it
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is no run batting team is Australia bowling team is Pakistan total runs on delivery is 0 bowler name is Mohammad Hafeez batsman name is Aaron Finch over runs is 16 dismissal is False dismissal type is  dismissal text is 5.63 innings wickets is 0  ,"<strong>edged and dropped by Sarfaraz!</strong> Shorter and he tries to cut, gets a thick edge and Sarfaraz can't claim it. Tough chance. It was a solid deflection
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Cut
